index,expected,baseline_status,baseline_time,improved_status,improved_time,formula
176,valid,valid,2.5209039449691772e-05,valid,4.549999721348286e-05,(((C → ⊥) → (A → B)) → (¬(A → B) → ¬(C → ⊥)))
177,not_proved,not_proved,1.0417075827717781e-05,not_proved,2.0999927073717117e-05,((B → E) → (A ∧ D))
178,not_proved,not_proved,2.2750115022063255e-05,not_proved,5.512498319149017e-05,((C ∨ ((E → D) ∧ ⊤)) → (((A → D) → (⊤ ∧ D)) ∧ ((C ∧ C) ∨ (E ∧ B))))
179,valid,valid,4.999805241823196e-06,valid,9.54093411564827e-06,((C ∨ C) → ((C ∨ C) ∨ (E ∨ A)))
180,valid,valid,7.875030860304832e-06,valid,1.8791062757372856e-05,((¬((E ∧ C) → (E → A)) ∧ ((¬D → (⊥ → C)) ∧ ((C ∨ D) ∧ ¬E))) → ¬((E ∧ C) → (E → A)))
181,not_proved,not_proved,1.5167053788900375e-05,not_proved,2.8250040486454964e-05,"(∀z.R(z, b) ∨ ∀z.Q(z))"
182,valid,valid,4.749977961182594e-06,valid,9.37492586672306e-06,(((A → D) ∧ ¬⊥) → (A → D))
183,not_proved,not_proved,2.6957830414175987e-05,not_proved,6.641680374741554e-05,"(∀y.((R(y) ∧ ⊤) ∨ ∀y.Q(a, c)) ∧ (((R(c, c) ∨ Q(b, c)) → (⊥ ∧ Q(a, b))) → ¬(P(b, b) → R(b, b))))"
184,valid,valid,6.916932761669159e-06,valid,1.5167053788900375e-05,(((E ∨ D) → (B → D)) → (((E ∨ D) → (B → D)) ∨ ((⊥ ∧ E) → (C → E))))
185,not_proved,not_proved,8.458038792014122e-06,not_proved,2.0416919142007828e-05,"¬(P(b, a) → R(a))"
186,valid,valid,1.1417083442211151e-05,valid,2.2999942302703857e-05,(¬¬(C ∨ D) → (C ∨ D))
187,not_proved,not_proved,5.916925147175789e-06,not_proved,1.4333054423332214e-05,"(Q(a) ∧ Q(a, c))"
188,valid,valid,2.5420449674129486e-06,valid,5.166046321392059e-06,(¬⊤ → ¬⊤)
189,not_proved,not_proved,1.195794902741909e-05,not_proved,2.4167122319340706e-05,"∀x.(R(b, a) ∧ Q(x))"
190,valid,valid,6.749993190169334e-06,valid,1.4584045857191086e-05,(((E ∨ C) ∨ (E ∧ E)) → (((E ∨ C) ∨ (E ∧ E)) ∨ ((C ∨ D) ∧ ¬D)))
191,valid,valid,1.2875068932771683e-05,valid,2.3250002413988113e-05,(((C ∧ E) ∧ (⊤ → B)) → ((A ∧ ⊤) → (D ∨ E)))
192,not_proved,not_proved,1.0292045772075653e-05,not_proved,2.4458160623908043e-05,(∀x.Q(x) ∧ (∀y.R(b) ∨ (Q(a) → P(c))))
193,not_proved,not_proved,1.9666040316224098e-05,not_proved,5.091703496873379e-05,"(((P(c, a) ∧ R(c, b)) → ∀y.P(c)) ∧ ((Q(b, c) ∧ Q(b, c)) ∨ (R(c) ∨ Q(b, b))))"
194,valid,valid,3.287498839199543e-05,valid,0.00011154101230204105,(((¬¬A → (C ∨ C)) ∧ ((C ∨ C) → ¬(C → E))) → (¬¬A → ¬(C → E)))
195,not_proved,not_proved,1.5249941498041153e-05,not_proved,3.3250078558921814e-05,(¬(¬E ∧ (C ∧ ⊥)) ∧ (C ∧ ((E ∧ A) → (E ∨ A))))
196,not_proved,not_proved,1.0041985660791397e-05,not_proved,2.4416018277406693e-05,"¬(¬P(c, b) → ∃x.Q(x))"
197,valid,valid,8.417060598731041e-06,valid,1.9750092178583145e-05,(¬((A ∧ A) → (B ∧ C)) → ((((E ∧ ⊥) ∧ (C → C)) ∨ (¬C ∨ (D ∨ D))) ∨ ¬((A ∧ A) → (B ∧ C))))
198,valid,valid,8.00006091594696e-06,valid,1.895800232887268e-05,((¬(C ∧ A) → ((D → A) ∧ E)) → ((¬(⊤ → E) → ¬(E ∧ D)) ∨ (¬(C ∧ A) → ((D → A) ∧ E))))
199,not_proved,not_proved,1.2208009138703346e-05,not_proved,1.8042046576738358e-05,∀x.∀z.R(x)
200,valid,valid,1.491699367761612e-05,valid,3.8291094824671745e-05,(((E → ¬(B → C)) ∧ (¬(B → C) → ((D → B) → (B → E)))) → (E → ((D → B) → (B → E))))
201,not_proved,not_proved,7.790978997945786e-06,not_proved,1.4457851648330688e-05,((A → D) ∧ C)
202,valid,valid,2.0875129848718643e-05,valid,4.575005732476711e-05,((¬E → (E ∨ B)) → (¬(E ∨ B) → ¬¬E))
203,not_proved,not_proved,8.499948307871819e-06,not_proved,1.5458092093467712e-05,((A ∧ E) → (B → D))
204,not_proved,not_proved,1.645786687731743e-05,not_proved,3.095902502536774e-05,(((⊥ ∨ B) ∨ (A ∨ A)) ∨ ((E ∨ D) ∧ (⊤ ∧ B)))
205,valid,valid,4.58303838968277e-06,valid,9.082956239581108e-06,((¬B ∧ (E → A)) → (E → A))
206,not_proved,not_proved,3.350013867020607e-05,not_proved,8.383416570723057e-05,(((C ∨ ⊥) ∨ ((A ∧ E) ∧ ¬A)) → (((B ∨ A) ∧ (E ∨ D)) → ((C ∨ C) → (E ∧ B))))
207,not_proved,not_proved,3.529200330376625e-05,not_proved,8.279201574623585e-05,((((B ∨ ⊤) ∧ ¬A) ∨ ((D ∧ C) → (B ∧ ⊤))) ∨ (((E → A) ∧ ¬D) ∧ ((⊤ ∨ C) → (D → A))))
208,not_proved,not_proved,2.5082845240831375e-05,not_proved,5.0459057092666626e-05,((((A ∨ C) → (E ∨ B)) → ((C ∧ ⊥) ∨ ¬C)) ∨ B)
209,valid,valid,6.624963134527206e-06,valid,1.4499993994832039e-05,(((C ∧ C) ∨ (A ∧ A)) → ((¬C ∧ (A → A)) ∨ ((C ∧ C) ∨ (A ∧ A))))
210,valid,valid,7.875030860304832e-06,valid,1.5707919374108315e-05,((C → ⊤) ∧ (B → B))
211,valid,valid,7.709022611379623e-06,valid,1.770886592566967e-05,((((¬C ∨ ¬E) ∧ ((C ∧ C) ∨ (C ∨ C))) ∧ (¬¬A ∨ ¬¬B)) → (¬¬A ∨ ¬¬B))
212,valid,valid,0.00015612482093274593,valid,0.0004218330141156912,(((((D → B) ∨ ¬C) ∨ C) → (((⊤ ∨ C) → (C ∨ E)) → ((A ∨ A) ∨ (D → B)))) → (¬(((⊤ ∨ C) → (C ∨ E)) → ((A ∨ A) ∨ (D → B))) → ¬(((D → B) ∨ ¬C) ∨ C)))
213,not_proved,not_proved,1.8207821995019913e-05,not_proved,3.74580267816782e-05,((((E ∨ B) → (C ∧ C)) → C) → E)
214,not_proved,not_proved,7.333001121878624e-06,not_proved,1.2666918337345123e-05,(¬A → ¬C)
215,valid,valid,7.875030860304832e-06,valid,1.7916085198521614e-05,(¬¬((D ∧ D) → (B ∨ D)) → ((D ∧ D) → (B ∨ D)))
216,valid,valid,5.041947588324547e-06,valid,9.708106517791748e-06,(C → (((A ∧ B) ∧ (E → A)) ∨ C))
217,valid,valid,6.416812539100647e-06,valid,1.0084128007292747e-05,((A ∨ E) ∨ (A → E))
218,not_proved,not_proved,8.37491825222969e-06,not_proved,3.2125040888786316e-05,(C ∨ (C ∨ (E ∧ E)))
219,not_proved,not_proved,0.00010758289135992527,not_proved,5.8542005717754364e-05,∀x.(∀y.⊥ ∧ (P(x) ∧ R(x)))
220,not_proved,not_proved,1.2499978765845299e-05,not_proved,2.5624874979257584e-05,((¬D ∧ (B ∨ E)) ∧ ((B ∨ A) → (A → E)))
221,valid,valid,5.749985575675964e-06,valid,1.154094934463501e-05,((((A → ⊤) ∧ ¬B) ∧ A) → ((A → ⊤) ∧ ¬B))
222,not_proved,not_proved,1.9416911527514458e-05,not_proved,3.654183819890022e-05,"∀x.(Q(x, x) → (P(b, x) ∨ P(x, x)))"
223,valid,valid,3.7909485399723053e-06,valid,9.249895811080933e-06,(¬((⊤ ∧ ⊥) ∨ (A → B)) → ¬((⊤ ∧ ⊥) ∨ (A → B)))
224,not_proved,not_proved,9.875046089291573e-06,not_proved,1.691700890660286e-05,((D → C) ∧ (A ∨ B))
225,valid,valid,3.7080608308315277e-06,valid,8.37491825222969e-06,(((A ∨ D) → (B → ⊤)) → ((A ∨ D) → (B → ⊤)))
226,valid,valid,2.834014594554901e-06,valid,5.666865035891533e-06,((D ∧ E) → (D ∧ E))
227,not_proved,not_proved,1.237494871020317e-05,not_proved,2.483394928276539e-05,¬(¬(⊤ ∧ A) → ((A ∧ E) ∨ (B → D)))
228,valid,valid,2.883397974073887e-05,valid,0.00010270788334310055,((((¬(A → C) ∨ ¬(B ∧ E)) → (((E ∨ B) ∧ ¬A) ∧ ¬E)) ∧ ((((E ∨ B) ∧ ¬A) ∧ ¬E) → (((B → C) ∨ (B ∨ A)) → ((A → C) ∨ (⊤ ∧ A))))) → ((¬(A → C) ∨ ¬(B ∧ E)) → (((B → C) ∨ (B ∨ A)) → ((A → C) ∨ (⊤ ∧ A)))))
229,not_proved,not_proved,2.2999942302703857e-05,not_proved,5.341600626707077e-05,((((B ∧ B) ∨ ¬D) → ((A ∧ C) ∨ (E ∧ D))) ∧ ¬(A → (B ∨ E)))
230,valid,valid,5.041947588324547e-06,valid,9.916955605149269e-06,(((A → A) ∧ (B ∧ B)) ∨ ¬((A → A) ∧ (B ∧ B)))
231,not_proved,not_proved,1.4625024050474167e-05,not_proved,2.7624890208244324e-05,(¬(C → A) ∨ (¬C → (C ∨ E)))
232,valid,valid,4.050019197165966e-05,valid,0.00010091695003211498,((((⊥ → A) → (C ∨ A)) ∧ ((C ∨ A) → (A ∧ B))) → ((⊥ → A) → (A ∧ B)))
233,not_proved,not_proved,6.320886313915253e-05,not_proved,0.00015616603195667267,((A ∧ ((B → B) ∨ (E ∧ C))) → ¬((A ∨ E) ∧ (C → C)))
234,not_proved,not_proved,3.116601146757603e-05,not_proved,5.491706542670727e-05,((⊥ → B) ∧ (A ∧ A))
235,not_proved,not_proved,2.187490463256836e-05,not_proved,4.2082974687218666e-05,((E ∨ D) ∨ (A ∧ A))
236,valid,valid,1.2499978765845299e-05,valid,3.574998117983341e-05,(((C → C) ∧ (D → E)) → (D → E))
237,valid,valid,7.204199209809303e-05,valid,0.00012700003571808338,(((E ∨ B) → (B → A)) → (¬(B → A) → ¬(E ∨ B)))
238,valid,valid,5.125068128108978e-06,valid,9.58307646214962e-06,(((C ∧ B) ∧ (B ∧ A)) → (B ∧ A))
239,not_proved,not_proved,6.250105798244476e-06,not_proved,1.295795664191246e-05,(E ∧ ((C → E) ∧ (D → A)))
240,valid,valid,6.2498729676008224e-06,valid,1.0584015399217606e-05,(¬⊤ → (C ∨ ⊥))
241,not_proved,not_proved,2.9541784897446632e-05,not_proved,7.999991066753864e-05,"((∃y.(⊥ ∧ R(b)) → ((P(b, a) ∨ Q(b, b)) ∧ ¬Q(c, a))) ∧ (Q(b, a) ∧ ∃y.∀y.R(y)))"
242,valid,valid,4.417030140757561e-06,valid,7.542083039879799e-06,(A → (⊥ ∨ A))
243,valid,valid,6.207963451743126e-06,valid,1.1708121746778488e-05,(((B ∧ D) → ¬C) ∨ ((B ∨ ⊤) ∨ (A → C)))
244,not_proved,not_proved,3.954092971980572e-05,not_proved,0.00013883295468986034,(((C → (C ∨ A)) ∧ ¬(C ∨ C)) ∨ ((⊤ ∨ (A ∧ B)) ∧ ((C ∨ C) → (C ∧ ⊥))))
245,not_proved,not_proved,6.542075425386429e-06,not_proved,1.2791948392987251e-05,¬(D ∨ B)
246,valid,valid,1.3709068298339844e-05,valid,3.0375085771083832e-05,(((E ∨ E) → (A → A)) → (¬(A → A) → ¬(E ∨ E)))
247,not_proved,not_proved,1.0834075510501862e-05,not_proved,3.458303399384022e-05,"((⊥ ∨ Q(b, a)) ∧ ∃z.R(z))"
248,valid,valid,7.179193198680878e-05,valid,0.0001988331787288189,((((A ∧ D) ∧ ((A ∨ C) ∧ E)) → (¬A ∧ ((C ∨ A) ∨ ¬D))) → (¬(¬A ∧ ((C ∨ A) ∨ ¬D)) → ¬((A ∧ D) ∧ ((A ∨ C) ∧ E))))
249,not_proved,not_proved,1.2042000889778137e-05,not_proved,2.0290957763791084e-05,((¬D → (B → ⊥)) ∨ E)
250,not_proved,not_proved,1.0833144187927246e-05,not_proved,2.1624844521284103e-05,((E → D) → (D ∧ E))
251,valid,valid,0.00014758296310901642,valid,0.00040154089219868183,(((¬(B ∧ ⊤) → ((A → D) → (C ∨ A))) ∧ (((A → D) → (C ∨ A)) → ((D → B) → (E ∧ C)))) → (¬(B ∧ ⊤) → ((D → B) → (E ∧ C))))
252,valid,valid,6.332993507385254e-06,valid,1.0041985660791397e-05,((A ∧ (D ∧ A)) → (D ∧ A))
253,not_proved,not_proved,9.708106517791748e-06,not_proved,1.7999904230237007e-05,((E ∧ E) ∧ (D → B))
254,valid,valid,2.2500054910779e-05,valid,5.962490104138851e-05,(((((C ∨ C) ∧ (⊤ ∧ ⊤)) → ((A ∧ C) → (C ∧ A))) ∧ (((A ∧ C) → (C ∧ A)) → ((E ∧ ⊥) → (A → A)))) → (((C ∨ C) ∧ (⊤ ∧ ⊤)) → ((E ∧ ⊥) → (A → A))))
255,not_proved,not_proved,2.0249979570508003e-05,not_proved,3.3750198781490326e-05,"∀y.(R(b, y) → (⊥ ∨ R(y)))"
256,valid,valid,8.333008736371994e-06,valid,1.8834136426448822e-05,(¬¬((A ∨ E) ∧ (C ∧ D)) → ((A ∨ E) ∧ (C ∧ D)))
257,not_proved,not_proved,1.6875099390745163e-05,not_proved,4.458311013877392e-05,"((∀y.Q(a, b) ∧ (P(c, c) ∧ P(a))) ∧ ((Q(c, b) ∧ P(a)) ∧ (⊤ ∧ Q(c))))"
258,not_proved,not_proved,1.829187385737896e-05,not_proved,3.74580267816782e-05,(¬(C → D) → ((D → B) → (E ∧ E)))
259,not_proved,not_proved,2.087489701807499e-05,not_proved,4.254188388586044e-05,(((¬C ∧ (B → B)) → ¬(D ∧ E)) ∧ ¬((E → B) ∨ B))
260,valid,valid,7.207971066236496e-06,valid,1.645786687731743e-05,(((((A ∨ A) ∧ (B → D)) ∧ (A ∧ (D ∨ D))) ∧ C) → (((A ∨ A) ∧ (B → D)) ∧ (A ∧ (D ∨ D))))
261,valid,valid,7.1660615503787994e-06,valid,1.3082986697554588e-05,(D → ((C → C) → (E ∨ D)))
262,not_proved,not_proved,4.075001925230026e-05,not_proved,0.00011274986900389194,(((¬C → (⊥ ∧ E)) ∨ ((B → D) → (D → B))) ∨ (((B → ⊥) → (D ∧ E)) ∧ (E ∧ (D ∨ B))))
263,valid,valid,7.6249707490205765e-06,valid,1.737498678267002e-05,((((¬E ∧ ¬D) ∨ (D → ¬B)) ∧ C) → ((¬E ∧ ¬D) ∨ (D → ¬B)))
264,valid,valid,4.417030140757561e-06,valid,7.4999406933784485e-06,((D → D) ∨ ¬(D → D))
265,not_proved,not_proved,2.416083589196205e-06,not_proved,4.37488779425621e-06,A
266,valid,valid,0.0002508750185370445,valid,0.0002850419841706753,((((((E ∧ ⊤) ∧ (D ∧ D)) ∨ ¬(B ∧ C)) → ¬¬(C → C)) ∧ (¬¬(C → C) → C)) → ((((E ∧ ⊤) ∧ (D ∧ D)) ∨ ¬(B ∧ C)) → C))
267,not_proved,not_proved,1.0958872735500336e-05,not_proved,2.5290995836257935e-05,"(P(a, a) ∨ (P(b, a) ∧ Q(b)))"
268,valid,valid,3.7499703466892242e-06,valid,6.208894774317741e-06,(D ∨ ¬D)
269,not_proved,not_proved,2.5408808141946793e-06,not_proved,6.332993507385254e-06,Q(b)
270,valid,valid,5.124835297465324e-06,valid,9.790994226932526e-06,(((D ∨ C) ∧ (⊤ ∨ E)) → (⊤ ∨ E))
271,valid,valid,5.791895091533661e-06,valid,9.916955605149269e-06,¬((D ∧ ⊥) ∧ (D → B))
272,not_proved,not_proved,2.874992787837982e-06,not_proved,6.875023245811462e-06,"R(a, b)"
273,not_proved,not_proved,1.3082986697554588e-05,not_proved,2.6541994884610176e-05,((¬(B ∨ B) ∨ E) ∧ ¬(¬C ∨ ¬C))
274,valid,valid,1.0707881301641464e-05,valid,1.8333084881305695e-05,((E ∨ (⊥ ∨ E)) ∨ ((E ∧ ⊤) → (B → A)))
275,not_proved,not_proved,1.39591284096241e-05,not_proved,2.750009298324585e-05,¬(((C ∨ D) ∨ ¬B) → ((E ∨ C) ∨ D))
276,valid,valid,6.791902706027031e-06,valid,1.4584045857191086e-05,(((C ∧ B) → (A ∨ B)) → (((C ∧ B) → (A ∨ B)) ∨ ((D ∧ D) ∧ (A ∧ C))))
277,not_proved,not_proved,2.0831357687711716e-06,not_proved,4.00003045797348e-06,E
278,not_proved,not_proved,1.2666918337345123e-05,not_proved,2.2833002731204033e-05,¬¬((B → D) ∨ (A → C))
279,valid,valid,3.834022209048271e-06,valid,1.1625001206994057e-05,(¬D ∨ ¬¬D)
280,valid,valid,1.1669471859931946e-06,valid,1.250067725777626e-06,⊤
281,not_proved,not_proved,6.792135536670685e-06,not_proved,1.3874843716621399e-05,((C ∨ B) ∧ (A → ⊥))
282,not_proved,not_proved,1.2875068932771683e-05,not_proved,3.545801155269146e-05,"((R(c) ∨ Q(c)) → (P(a, a) ∧ Q(c)))"
283,valid,valid,4.7165900468826294e-05,valid,0.00011458410881459713,((((A ∧ B) ∧ (C → B)) ∧ (((A ∧ B) ∧ (C → B)) → ((⊤ → A) ∧ (E → D)))) → ((⊤ → A) ∧ (E → D)))
284,valid,valid,4.9578957259655e-06,valid,9.709037840366364e-06,((E → D) → ((D ∨ B) ∨ (E → D)))
285,not_proved,not_proved,9.666895493865013e-06,not_proved,1.8042046576738358e-05,((C ∨ A) → (⊥ ∨ E))
286,valid,valid,6.375135853886604e-06,valid,1.1832918971776962e-05,((D ∧ (D → (⊤ ∨ E))) → (⊤ ∨ E))
287,not_proved,not_proved,3.0041905120015144e-05,not_proved,0.00010479101911187172,((¬(⊤ → D) ∨ ¬(A ∨ A)) ∨ (((B ∧ D) ∧ (⊥ → B)) ∨ ¬¬C))
288,valid,valid,4.483293741941452e-05,valid,7.095793262124062e-05,(((A ∧ (E ∧ E)) → ((A ∧ E) → (D ∨ A))) → (¬((A ∧ E) → (D ∨ A)) → ¬(A ∧ (E ∧ E))))
289,not_proved,not_proved,4.654191434383392e-05,not_proved,9.187497198581696e-05,"(∃x.(R(c, x) ∨ ∃z.P(z)) → ((∀y.P(y, y) ∧ ∀x.Q(x, b)) ∧ (Q(c) → Q(a, c))))"
290,valid,valid,4.6416884288191795e-05,valid,8.87908972799778e-05,((((⊤ ∨ ⊤) → (D ∧ E)) ∧ ((D ∧ E) → ¬A)) → ((⊤ ∨ ⊤) → ¬A))
291,not_proved,not_proved,2.5416957214474678e-05,not_proved,5.333311855792999e-05,"((R(b, a) ∧ ∃z.Q(z)) ∨ ∀y.∀z.(⊥ ∨ Q(z)))"
292,not_proved,not_proved,2.5420449674129486e-06,not_proved,6.125075742602348e-06,P(a)
293,not_proved,not_proved,1.0542105883359909e-05,not_proved,1.954101026058197e-05,((E ∨ E) → (B → ⊥))
294,valid,valid,1.8042046576738358e-05,valid,3.4499913454055786e-05,((¬B ∧ (¬B → (C → A))) → (C → A))
295,valid,valid,5.834037438035011e-06,valid,1.3249926269054413e-05,(((¬(A ∨ C) → (E ∨ (A ∨ B))) ∧ ¬C) → (¬(A ∨ C) → (E ∨ (A ∨ B))))
296,not_proved,not_proved,2.483394928276539e-05,not_proved,6.220908835530281e-05,"((¬P(b, a) → (Q(b) ∧ P(c))) ∨ (∃z.P(a) → (R(a) ∨ ⊥)))"
297,valid,valid,3.5830307751893997e-06,valid,6.58305361866951e-06,((⊥ → D) ∨ ¬(⊥ → D))
298,valid,valid,9.916955605149269e-06,valid,3.066612407565117e-05,(¬((D → B) ∨ (A ∨ D)) → (C → ((C ∨ B) → ¬A)))
299,not_proved,not_proved,7.916009053587914e-06,not_proved,1.9249971956014633e-05,((B → C) ∨ (D → A))
300,valid,valid,8.457805961370468e-06,valid,1.3833865523338318e-05,((B ∧ B) → ((B ∧ B) ∨ (C ∨ ⊤)))
301,not_proved,not_proved,2.904096618294716e-05,not_proved,6.479211151599884e-05,((((C ∧ A) ∧ (A → B)) → ((B ∧ E) ∧ (A → B))) ∧ (((E ∧ B) ∧ E) → ((C ∨ C) ∧ (E → B))))
302,not_proved,not_proved,3.1833071261644363e-05,not_proved,0.0001102921087294817,((((C → D) ∧ (E ∧ D)) ∧ ((E ∨ B) ∨ (B ∧ C))) ∨ (((C ∧ B) ∧ (E → E)) ∨ ¬(D ∨ D)))
303,valid,valid,8.541857823729515e-06,valid,1.6999896615743637e-05,(((B ∧ A) ∧ (⊥ ∧ E)) → (((B ∧ A) ∧ (⊥ ∧ E)) ∨ (¬B ∨ ¬⊥)))
304,not_proved,not_proved,1.795799471437931e-05,not_proved,3.774999640882015e-05,(⊤ → (((D → A) → (B ∨ B)) ∧ ((E → E) ∧ (D → A))))
305,valid,valid,8.792150765657425e-06,valid,1.591700129210949e-05,((D ∨ D) ∨ ¬(D ∨ D))
306,valid,valid,7.416820153594017e-06,valid,1.491699367761612e-05,((((E ∨ E) → ¬B) ∧ (E ∧ D)) → ((E ∨ E) → ¬B))
307,not_proved,not_proved,9.207986295223236e-06,not_proved,1.687486656010151e-05,((C ∧ ⊥) ∨ ¬A)
308,not_proved,not_proved,6.292015314102173e-06,not_proved,1.3584038242697716e-05,(¬C ∧ (E ∧ ⊥))
309,valid,valid,0.00011416710913181305,valid,0.00026733288541436195,((¬(A ∧ ¬A) ∧ (¬(A ∧ ¬A) → (B ∧ ((B → C) ∧ (D ∨ A))))) → (B ∧ ((B → C) ∧ (D ∨ A))))
310,not_proved,not_proved,2.3458153009414673e-05,not_proved,5.679205060005188e-05,((((D → C) ∨ (B ∧ B)) ∨ ((B → A) → (B ∧ B))) → (((B ∧ D) ∨ C) ∧ ¬¬C))
311,valid,valid,3.583962097764015e-06,valid,6.667105481028557e-06,((D ∧ ⊤) ∨ ¬(D ∧ ⊤))
312,not_proved,not_proved,8.667120710015297e-06,not_proved,2.1707965061068535e-05,¬((B ∧ C) ∨ (A → B))
313,valid,valid,1.0084128007292747e-05,valid,2.8250040486454964e-05,(¬¬(((⊤ → D) ∧ (A ∧ E)) → ((E → A) ∧ (A ∧ A))) → (((⊤ → D) ∧ (A ∧ E)) → ((E → A) ∧ (A ∧ A))))
314,valid,valid,4.583969712257385e-06,valid,9.041978046298027e-06,((¬E ∧ (⊥ ∧ C)) → (⊥ ∧ C))
315,not_proved,not_proved,9.125098586082458e-06,not_proved,2.3625092580914497e-05,"(R(b) → (R(c, b) ∧ ⊥))"
316,valid,valid,2.037500962615013e-05,valid,4.737498238682747e-05,((((A → E) ∨ (B → B)) ∨ (¬C ∨ (A ∧ E))) ∨ ¬(((A → E) ∨ (B → B)) ∨ (¬C ∨ (A ∧ E))))
317,not_proved,not_proved,4.042172804474831e-06,not_proved,9.16607677936554e-06,¬R(c)
318,not_proved,not_proved,5.624955520033836e-06,not_proved,9.750016033649445e-06,(¬A ∨ ⊥)
319,not_proved,not_proved,6.082933396100998e-06,not_proved,1.2042000889778137e-05,¬(B ∨ A)
320,valid,valid,5.332985892891884e-06,valid,1.091696321964264e-05,(¬B → (((B → C) ∧ (B ∧ D)) ∨ ¬B))
321,valid,valid,4.750210791826248e-06,valid,9.624985978007317e-06,((D ∨ D) → ((D ∨ D) ∨ (D ∧ ⊥)))
322,valid,valid,9.292038157582283e-06,valid,2.3124972358345985e-05,(¬¬(((D ∨ C) ∧ (E ∧ ⊥)) → (E → (C ∧ C))) → (((D ∨ C) ∧ (E ∧ ⊥)) → (E → (C ∧ C))))
323,not_proved,not_proved,1.4249933883547783e-05,not_proved,4.02920413762331e-05,"((R(c, a) → (Q(b) ∧ R(c, b))) → ¬(P(c) ∧ Q(c, b)))"
324,valid,valid,5.166977643966675e-06,valid,1.0791001841425896e-05,(((¬E ∧ B) ∧ (¬B ∧ (D ∧ E))) → (¬E ∧ B))
325,not_proved,not_proved,1.3249926269054413e-05,not_proved,3.295787610113621e-05,"¬((P(b) → P(a)) ∧ (Q(b, b) ∧ R(b, b)))"
326,valid,valid,5.458015948534012e-06,valid,1.1582858860492706e-05,((((D ∨ B) ∧ ¬C) → ¬(⊤ ∧ C)) ∨ ¬(((D ∨ B) ∧ ¬C) → ¬(⊤ ∧ C)))
327,not_proved,not_proved,9.792158380150795e-06,not_proved,2.754107117652893e-05,(((A ∨ E) ∧ (C ∨ E)) ∧ ((D ∨ D) → (D → B)))
328,valid,valid,2.554105594754219e-05,valid,5.474989302456379e-05,((¬¬B ∧ (¬¬B → (¬C → A))) → (¬C → A))
329,not_proved,not_proved,1.5167053788900375e-05,not_proved,2.5999965146183968e-05,"¬∃y.(P(a, a) ∧ R(b))"
330,valid,valid,6.3749030232429504e-06,valid,1.5083933249115944e-05,((((A ∧ C) ∧ (B ∧ A)) ∨ D) → (¬D ∨ (((A ∧ C) ∧ (B ∧ A)) ∨ D)))
331,not_proved,not_proved,8.291797712445259e-06,not_proved,1.39591284096241e-05,((B ∨ B) ∨ (⊤ → E))
332,valid,valid,9.458046406507492e-06,valid,2.650008536875248e-05,((B ∧ A) → ((B ∧ A) ∨ (A ∧ E)))
333,valid,valid,9.249895811080933e-06,valid,1.6250181943178177e-05,"((P(c, c) ∨ Q(b, c)) ∨ ∀y.⊤)"
334,not_proved,not_proved,1.879199407994747e-05,not_proved,4.083290696144104e-05,((¬(E ∨ E) → ((A ∨ B) → B)) ∧ ((¬C → ¬B) → (¬A → ¬C)))
335,not_proved,not_proved,5.749985575675964e-06,not_proved,1.5459023416042328e-05,"(P(a, c) ∧ R(a, c))"
336,valid,valid,5.292007699608803e-06,valid,1.1791009455919266e-05,(¬(B → B) → ((E ∨ (A ∨ B)) ∨ ¬(B → B)))
337,not_proved,not_proved,2.145790494978428e-05,not_proved,4.395795986056328e-05,¬(((B ∧ E) ∨ (E → B)) ∧ ((E → C) ∧ ¬E))
338,valid,valid,6.333924829959869e-06,valid,1.3917218893766403e-05,((((C ∧ B) ∨ (⊥ ∧ B)) ∧ (¬B ∧ (E ∨ D))) → ((C ∧ B) ∨ (⊥ ∧ B)))
339,not_proved,not_proved,7.3339324444532394e-06,not_proved,1.4541903510689735e-05,((E → D) ∧ (A ∨ B))
340,not_proved,not_proved,6.416114047169685e-06,not_proved,1.195911318063736e-05,∀x.Q(b)
341,not_proved,not_proved,7.833121344447136e-06,not_proved,1.3582874089479446e-05,(¬D ∨ (⊤ → E))
342,not_proved,not_proved,1.033395528793335e-05,not_proved,2.5582965463399887e-05,"(R(b) → ¬(P(c, c) ∧ P(c)))"
343,valid,valid,4.041939973831177e-06,valid,7.166992872953415e-06,((E → B) ∨ ¬(E → B))
344,valid,valid,3.00002284348011e-06,valid,6.709014996886253e-06,((¬B → ¬B) → (¬B → ¬B))
345,valid,valid,6.250105798244476e-06,valid,1.4582881703972816e-05,(((C → E) ∨ (C → A)) → (((C → E) ∨ (C → A)) ∨ ((E ∧ C) → (B → D))))
346,valid,valid,6.207963451743126e-06,valid,1.3791956007480621e-05,(((B ∧ ⊤) → ¬B) → (((B ∧ ⊤) → ¬B) ∨ ((D ∧ D) ∧ (A ∧ E))))
347,not_proved,not_proved,7.2498805820941925e-06,not_proved,1.2584030628204346e-05,(¬A → ¬B)
348,valid,valid,5.875015631318092e-06,valid,1.0458054021000862e-05,(¬¬⊥ → ⊥)
349,not_proved,not_proved,3.2542040571570396e-05,not_proved,7.645785808563232e-05,(((E ∧ ¬B) ∧ ((E ∧ B) → (E ∨ D))) → ((¬E ∧ (E → E)) ∨ ((C → B) ∧ (C ∧ ⊤))))
350,valid,valid,5.084089934825897e-06,valid,1.0082963854074478e-05,(A → (A ∨ ((E ∧ C) ∨ (C ∨ ⊥))))
